,Predicted Adview
5970,11.66
5971,114.06
5972,698.22
5973,452.21
5974,3.38
5975,3.73
5976,5.05
5977,39.25
5978,16.34
5979,24.47
5980,436.64
5981,2.28
5982,25387.78
5983,121.18
5984,142.22
5985,4.84
5986,12.68
5987,3496.25
5988,51.8
5989,4.21
5990,53.68
5991,81.75
5992,3575.53
5993,3278.15
5994,988.07
5995,115.83
5996,3.03
5997,63.39
5998,92.41
5999,3.2
6000,72.97
6001,10.31
6002,380.04
6003,112.27
6004,1.27
6005,655.75
6006,607.57
6007,187.27
6008,6.21
6009,82.4
6010,18.36
6011,2.05
6012,4.1
6013,47.9
6014,126.76
6015,97.68
6016,2477.19
6017,1130.2
6018,1.69
6019,2.17
6020,6.95
6021,402.64
6022,82.0
6023,200.11
6024,285.7
6025,1863.9
6026,377.38
6027,1042.72
6028,687.52
6029,4.34
6030,18417.46
6031,296.5
6032,958.15
6033,2.42
6034,47.16
6035,26.59
6036,6.45
6037,14.96
6038,509.04
6039,3.2
6040,2.15
6041,4.06
6042,3391.71
6043,4.23
6044,4.39
6045,1.24
6046,725.05
6047,594.91
6048,2392.01
6049,1003.91
6050,5.77
6051,7.06
6052,435.53
6053,9.47
6054,4.02
6055,5.51
6056,274.26
6057,4006.54
6058,365.51
6059,14.47
6060,3812.17
6061,3023.56
6062,6.83
6063,7.83
6064,1484.41
6065,15.76
6066,2556.86
6067,634.5
6068,558.95
6069,609.85
6070,10.44
6071,11.64
6072,8.28
6073,1.53
6074,1.36
6075,29.42
6076,2040.34
6077,1.72
6078,217.43
6079,506.56
6080,62.71
6081,12.8
6082,61.17
6083,232.32
6084,1.61
6085,85.02
6086,262.11
6087,1911.0
6088,6.57
6089,3.27
6090,11.71
6091,191.74
6092,118.76
6093,2440.21
6094,548.28
6095,1.61
6096,55.56
6097,1.6
6098,1.48
6099,4.23
6100,289.18
6101,108.59
6102,5.14
6103,5.05
6104,2356.83
6105,5.18
6106,907.81
6107,2277.3
6108,7.5
6109,395.58
6110,390.59
6111,1.29
6112,6581.71
6113,19.0
6114,1242.68
6115,1.82
6116,779.29
6117,1158.6
6118,11.5
6119,4477.9
6120,1005.79
6121,9.86
6122,7.2
6123,215.38
6124,3.77
6125,2.2
6126,12.37
6127,29.86
6128,713.25
6129,32.49
6130,6.04
6131,1263.4
6132,255.2
6133,989.85
6134,30.77
6135,6.92
6136,2.45
6137,1.74
6138,1.3
6139,597.7
6140,212.84
6141,200.93
6142,5259.92
6143,1134.11
6144,2.24
6145,17.77
6146,8740.53
6147,903.26
6148,622.23
6149,2.29
6150,1912.3
6151,14.44
6152,4143.72
6153,1.77
6154,8969.43
6155,1480.8
6156,11.21
6157,28.19
6158,6.78
6159,910.28
6160,25779.84
6161,10.93
6162,1270.85
6163,16858.51
6164,8.15
6165,342.42
6166,1279.41
6167,42.05
6168,3993.23
6169,295.32
6170,2267.43
6171,21.13
6172,273.53
6173,11118.71
6174,823.96
6175,13.48
6176,1911.49
6177,5.63
6178,17.75
6179,38.81
6180,1.6
6181,643.76
6182,1101.9
6183,102.58
6184,175.89
6185,7303.69
6186,71.99
6187,35131.98
6188,13.76
6189,4.76
6190,26.96
6191,82.88
6192,49.4
6193,1217.25
6194,102.8
6195,5736.45
6196,10.24
6197,5.14
6198,5.4
6199,1131.88
6200,603.59
6201,34.84
6202,29.05
6203,1446.69
6204,414.58
6205,5.17
6206,221.96
6207,61.56
6208,1317.32
6209,4.49
6210,2096.08
6211,27.96
6212,1052.67
6213,5.14
6214,4340.67
6215,6.89
6216,11.82
6217,1756.48
6218,4.26
6219,28.2
6220,22.68
6221,2.86
6222,792.5
6223,411.98
6224,8.73
6225,37790.31
6226,99.39
6227,5.41
6228,3.78
6229,114.61
6230,2.7
6231,43.35
6232,3.47
6233,1.81
6234,654.13
6235,5.4
6236,12.2
6237,1580.44
6238,391.85
6239,3.26
6240,8.43
6241,10.46
6242,5.18
6243,13.74
6244,1495.33
6245,3.05
6246,246.77
6247,9.74
6248,1.48
6249,7.58
6250,101.23
6251,132.47
6252,5877.61
6253,9.82
6254,12.25
6255,25.82
6256,116.82
6257,106.53
6258,8.73
6259,426.77
6260,1398.39
6261,21.45
6262,7.77
6263,3245.86
6264,1241.96
6265,7.18
6266,587.01
6267,70.39
6268,1.95
6269,8.97
6270,3.35
6271,453.93
6272,5766.74
6273,351.78
6274,1.82
6275,8.44
6276,452.93
6277,916.27
6278,206.17
6279,509.66
6280,2.66
6281,874.36
6282,8758.62
6283,139.28
6284,1.99
6285,364.97
6286,138861.18
6287,5.87
6288,2.95
6289,129.67
6290,3.04
6291,1.35
6292,73.4
6293,5409.15
6294,196.57
6295,163.44
6296,1197.27
6297,26.24
6298,932.23
6299,13.86
6300,59.69
6301,10.06
6302,27.67
6303,5.41
6304,272.1
6305,665.32
6306,17.72
6307,4.35
6308,13745.68
6309,59.22
6310,1.73
6311,1.88
6312,8.64
6313,5764.23
6314,5.2
6315,1895.82
6316,1.83
6317,10.66
6318,10.43
6319,3.52
6320,104.86
6321,212.48
6322,19.02
6323,5.42
6324,8750.0
6325,86.53
6326,481.48
6327,592.6
6328,1.45
6329,3392.01
6330,20.31
6331,222.58
6332,7.52
6333,22.33
6334,12.02
6335,28.02
6336,136.54
6337,11.85
6338,7.95
6339,4743.2
6340,1.5
6341,3.59
6342,133.72
6343,3.67
6344,13.53
6345,207.5
6346,32.71
6347,2.95
6348,2.38
6349,13.61
6350,280.59
6351,1064.63
6352,210.27
6353,422.34
6354,5.59
6355,3.37
6356,1593.75
6357,10.04
6358,12.18
6359,11.93
6360,1.82
6361,277.59
6362,1259.35
6363,7.67
6364,14.25
6365,2141.01
6366,208.56
6367,26.12
6368,20332.45
6369,5503.31
6370,2796.07
6371,261.64
6372,2217.08
6373,49.4
6374,503.35
6375,92.84
6376,544.55
6377,4.45
6378,1051.29
6379,168.06
6380,445.76
6381,230.17
6382,10.95
6383,12.02
6384,10.86
6385,2208.82
6386,3607.52
6387,3.47
6388,203.81
6389,2.37
6390,2.37
6391,18.85
6392,14.4
6393,35.12
6394,232.32
6395,287.04
6396,2465.32
6397,8.12
6398,856.41
6399,12.11
6400,3.93
6401,28.79
6402,8.32
6403,1.77
6404,182.67
6405,287.92
6406,646.63
6407,1.73
6408,1227.31
6409,72.86
6410,44.05
6411,1937.19
6412,696.49
6413,4.89
6414,119.67
6415,89.51
6416,2626.31
6417,4.81
6418,602.34
6419,3.36
6420,4.4
6421,928.46
6422,100.95
6423,1547.0
6424,5.82
6425,248.91
6426,1722.49
6427,4111.64
6428,6.07
6429,6.69
6430,9739.68
6431,4.12
6432,8.48
6433,7.79
6434,6.29
6435,274.96
6436,10.18
6437,44.08
6438,3.66
6439,3.78
6440,13.85
6441,1.65
6442,154.3
6443,4320.25
6444,5.39
6445,9.97
6446,11646.34
6447,7.24
6448,771.94
6449,3.1
6450,921.98
6451,9.3
6452,3.05
6453,13.82
6454,4443.56
6455,1111.48
6456,2.52
6457,1552.81
6458,4.45
6459,1.5
6460,2065.88
6461,12.38
6462,226.48
6463,547.28
6464,161.66
6465,123.9
6466,1126.96
6467,10.19
6468,1073.01
6469,2.27
6470,1724.73
6471,33.74
6472,187.52
6473,1.45
6474,231.26
6475,4967.87
6476,7.78
6477,380.18
6478,401.94
6479,7.57
6480,13.92
6481,106.31
6482,2.91
6483,1.81
6484,7197.07
6485,5.42
6486,29367.39
6487,472.99
6488,1.27
6489,5.32
6490,3.66
6491,7.56
6492,1.89
6493,508.56
6494,2.8
6495,39.55
6496,20.6
6497,8.71
6498,1875.16
6499,4.39
6500,33116.33
6501,11.31
6502,4458.04
6503,3946.48
6504,1209.58
6505,795.65
6506,1093.6
6507,4.3
6508,3620.77
6509,53.66
6510,8.25
6511,667.49
6512,54.79
6513,252.0
6514,62.88
6515,177.12
6516,23.09
6517,7704.67
6518,439.65
6519,6.83
6520,8077.7
6521,4741.21
6522,1737.33
6523,773.27
6524,115.63
6525,17.68
6526,1.68
6527,5.35
6528,47.61
6529,488.91
6530,94.98
6531,446.71
6532,21.11
6533,1123.68
6534,1575.28
6535,1378.71
6536,3610.36
6537,212.34
6538,5.41
6539,437.35
6540,160.85
6541,9.0
6542,3.18
6543,42.99
6544,2398.43
6545,2.04
6546,187.26
6547,6.11
6548,74.3
6549,166.99
6550,877.13
6551,3.71
6552,55.73
6553,872.35
6554,1469.45
6555,787.6
6556,100.68
6557,10.53
6558,84.67
6559,286.97
6560,12.0
6561,8.62
6562,166.86
6563,3.43
6564,16.43
6565,37.01
6566,7.43
6567,29.96
6568,1.41
6569,159.31
6570,9.93
6571,627.94
6572,28.89
6573,1952.25
6574,8.17
6575,22.67
6576,4.71
6577,870.75
6578,3831.09
6579,1178.32
6580,563.46
6581,151.21
6582,3.24
6583,1317.29
6584,926.09
6585,853.09
6586,9.78
6587,4.14
6588,12.42
6589,5.56
6590,346.22
6591,19525.93
6592,19395.58
6593,125.12
6594,576.26
6595,77.58
6596,5.38
6597,304.92
6598,114.63
6599,2486.75
6600,143.55
6601,5.33
6602,1.36
6603,7.35
6604,93.95
6605,81.4
6606,98.7
6607,90.69
6608,26.0
6609,3.68
6610,7.0
6611,26.44
6612,6254.13
6613,671.02
6614,1310.05
6615,2.35
6616,2721.57
6617,2.66
6618,10.07
6619,146.29
6620,24.2
6621,9.77
6622,3.09
6623,1.42
6624,2.59
6625,3.05
6626,241.02
6627,13436.43
6628,1544.5
6629,20185.32
6630,8.16
6631,23991.18
6632,2.51
6633,136.19
6634,2906.33
6635,6.31
6636,99.63
6637,2812.12
6638,2682.95
6639,10.72
6640,15.42
6641,6.24
6642,60.31
6643,2255.17
6644,334.09
6645,3.6
6646,3.39
6647,124.37
6648,87.12
6649,1.18
6650,1.64
6651,1.58
6652,1490.8
6653,454.0
6654,1274.36
6655,85.48
6656,3.23
6657,19538.19
6658,92.34
6659,2.8
6660,4.63
6661,234.44
6662,2.9
6663,2.63
6664,35236.53
6665,3482.59
6666,2368.17
6667,8.48
6668,706.51
6669,6.51
6670,1.83
6671,3.85
6672,2358.39
6673,7.7
6674,8.6
6675,516.71
6676,537.08
6677,1201.96
6678,63.19
6679,3.19
6680,3.56
6681,389.95
6682,12368.23
6683,504.04
6684,1701.4
6685,377.56
6686,4794.86
6687,37.38
6688,2.58
6689,478.47
6690,569.4
6691,217.68
6692,4559.23
6693,1126.07
6694,1091.97
6695,1289.1
6696,1046.05
6697,652.48
6698,3.2
6699,704.84
6700,30.85
6701,760.71
6702,335.7
6703,1365.34
6704,3.92
6705,4.75
6706,1499.99
6707,848.73
6708,684.31
6709,3134.43
6710,28.5
6711,247.38
6712,38.79
6713,9.44
6714,79.77
6715,256950.22
6716,98.01
6717,6023.03
6718,9.13
6719,5.33
6720,548.14
6721,5537.24
6722,1.75
6723,222.03
6724,2.75
6725,6.98
6726,4.99
6727,15.44
6728,10.2
6729,3.3
6730,7.61
6731,2.63
6732,47.44
6733,3.57
6734,2721.21
6735,64.57
6736,9.19
6737,10.39
6738,137.88
6739,28.67
6740,407.52
6741,5.65
6742,9.33
6743,45.27
6744,817.34
6745,6155.49
6746,125.19
6747,13.92
6748,181.48
6749,4.41
6750,7.24
6751,125.14
6752,6770.91
6753,4080.5
6754,1451.58
6755,12.07
6756,2.51
6757,10.92
6758,2.19
6759,5.27
6760,16.27
6761,4.09
6762,1024.32
6763,2397.74
6764,6250.09
6765,26.1
6766,1.32
6767,2398.6
6768,148.13
6769,4400.37
6770,44.15
6771,4.34
6772,69.36
6773,426.44
6774,98.5
6775,5506.29
6776,2.18
6777,6.07
6778,607.19
6779,26.05
6780,1352.87
6781,33319.43
6782,4.94
6783,7.6
6784,1468.46
6785,98.06
6786,2.96
6787,6.19
6788,3.14
6789,2.72
6790,101.73
6791,2.11
6792,3058.69
6793,263.3
6794,122.96
6795,5.27
6796,3.89
6797,3.63
6798,944.44
6799,17.22
6800,9706.87
6801,10136.8
6802,3436.12
6803,16.93
6804,5.4
6805,24.83
6806,158.5
6807,2505.63
6808,916.97
6809,6.83
6810,8.37
6811,3.13
6812,4347.73
6813,4.21
6814,546.53
6815,864.42
6816,83.68
6817,12.49
6818,548.85
6819,2756.59
6820,49.66
6821,15.31
6822,88.69
6823,1915.36
6824,2520.87
6825,239.98
6826,5.05
6827,19.46
6828,14.73
6829,45.13
6830,7.72
6831,435.29
6832,15.98
6833,19.65
6834,28.24
6835,159.66
6836,2.88
6837,65.01
6838,16.63
6839,55.56
6840,372.16
6841,24.56
6842,807.75
6843,627.71
6844,4.19
6845,251.97
6846,4.0
6847,2.17
6848,2634.9
6849,487.76
6850,1.85
6851,248.57
6852,1644.67
6853,944.39
6854,21.02
6855,524.34
6856,1118.16
6857,131.02
6858,4.45
6859,6.39
6860,13.44
6861,115.02
6862,5.64
6863,1130.02
6864,442.89
6865,1952.75
6866,6.05
6867,223.54
6868,1.47
6869,22.42
6870,10011.46
6871,9.38
6872,4.8
6873,7.71
6874,7.66
6875,1.75
6876,903.87
6877,167.15
6878,42.39
6879,10870.18
6880,28.68
6881,502.81
6882,21.81
6883,5.19
6884,5.67
6885,2749.12
6886,135.22
6887,7.7
6888,16.43
6889,76.9
6890,825.34
6891,1586.13
6892,24.88
6893,5.07
6894,17.56
6895,32.78
6896,2.36
6897,27.92
6898,3.95
6899,28.76
6900,110.09
6901,6.86
6902,8.66
6903,7.89
6904,72.9
6905,1.95
6906,2715.12
6907,6401.91
6908,1020.74
6909,19.72
6910,1.98
6911,160.36
6912,872.2
6913,138.3
6914,3.02
6915,8753.24
6916,291.58
6917,949.91
6918,3628.71
6919,596.03
6920,2.54
6921,5.24
6922,1996.36
6923,8.21
6924,93.49
6925,155.51
6926,19.56
6927,5.86
6928,6.17
6929,20.68
6930,21.42
6931,692.56
6932,8.51
6933,893.92
6934,213.32
6935,11.29
6936,319.37
6937,1193.06
6938,13.67
6939,1006.28
6940,539.1
6941,280.28
6942,155.81
6943,220.19
6944,25.43
6945,62.67
6946,11.35
6947,17.34
6948,1075.11
6949,3.97
6950,3.82
6951,2.03
6952,47.08
6953,70.3
6954,983.61
6955,931.82
6956,3.7
6957,289.22
6958,1157.91
6959,23.33
6960,9.73
6961,59.55
6962,21.53
6963,11500.55
6964,344.41
6965,2.42
6966,779.22
6967,758.5
6968,329.42
6969,781.09
6970,2.14
6971,16.45
6972,492.72
6973,656.7
6974,8.93
6975,1.43
6976,44.41
6977,11.76
6978,240.15
6979,213.91
6980,1.95
6981,68.66
6982,87.47
6983,27.82
6984,8.68
6985,298.57
6986,202.31
6987,101.01
6988,117.22
6989,19.27
6990,3923.89
6991,4.1
6992,2656.66
6993,743.32
6994,874.48
6995,25.97
6996,2444.42
6997,6.99
6998,1078.91
6999,3.34
7000,10.69
7001,134.36
7002,369.15
7003,16.11
7004,216.15
7005,216.8
7006,89.56
7007,14.42
7008,42.86
7009,53.44
7010,1693.19
7011,598.27
7012,314.75
7013,13.44
7014,2.04
7015,7056.94
7016,6.27
7017,10.77
7018,3247.85
7019,4096.82
7020,293.07
7021,866.43
7022,1413.73
7023,1092.67
7024,27.12
7025,9722.17
7026,456.46
7027,6.92
7028,3.55
7029,598.92
7030,504.04
7031,1436.47
7032,34.49
7033,3.44
7034,901.96
7035,1.39
7036,2213.89
7037,312.03
7038,4.31
7039,757.41
7040,4774.12
7041,964.6
7042,128.96
7043,4.88
7044,1323.17
7045,34.93
7046,3.12
7047,7403.61
7048,1816.69
7049,5.14
7050,1525.46
7051,698.94
7052,20.72
7053,46.86
7054,3.37
7055,1.98
7056,44.94
7057,14675.02
7058,1.27
7059,3.31
7060,917.16
7061,542.69
7062,569.47
7063,66.08
7064,592.27
7065,2.0
7066,932.88
7067,10.68
7068,39.57
7069,1.82
7070,919.35
7071,3057.95
7072,474.71
7073,16.96
7074,2.39
7075,6201.36
7076,10.34
7077,19.94
7078,2.4
7079,10468.58
7080,61.78
7081,6.98
7082,5.39
7083,754.14
7084,1104.53
7085,2231.13
7086,4.54
7087,129.42
7088,5687.77
7089,5.09
7090,3.39
7091,153.04
7092,793.83
7093,1.62
7094,1.86
7095,8.79
7096,6.22
7097,2063.27
7098,5.5
7099,156.72
7100,153.54
7101,435.42
7102,346.29
7103,211.54
7104,1.47
7105,32178.91
7106,6.12
7107,92.89
7108,833.25
7109,46.67
7110,4.69
7111,583.02
7112,18.89
7113,621.61
7114,969.07
7115,20.89
7116,2432.98
7117,6.63
7118,6669.85
7119,7.31
7120,1165.32
7121,2.9
7122,550.91
7123,1.88
7124,7.89
7125,792.05
7126,8.53
7127,4.82
7128,3.58
7129,1531.4
7130,369.79
7131,1911.53
7132,4.39
7133,271.22
7134,11.64
7135,146.49
7136,6.73
7137,40.68
7138,4922.19
7139,28.1
7140,2255.06
7141,2107.28
7142,5.56
7143,14.91
7144,4.3
7145,448.46
7146,16.74
7147,3770.86
7148,5.81
7149,241.77
7150,895.02
7151,1831.83
7152,26.29
7153,1854.48
7154,3.57
7155,208.34
7156,18.84
7157,471.83
7158,1.82
7159,168.93
7160,19.45
7161,240.06
7162,26.18
7163,17.15
7164,505.15
7165,18.88
7166,151.24
7167,493.57
7168,113.3
7169,442.51
7170,23.61
7171,16.72
7172,118.75
7173,8.6
7174,1839.39
7175,6.98
7176,613.31
7177,5.71
7178,245.44
7179,924.76
7180,1.73
7181,100.62
7182,43.06
7183,3371.0
7184,1280.37
7185,2513.31
7186,2422.85
7187,2108.04
7188,10.55
7189,3509.45
7190,1836.36
7191,91.53
7192,6.13
7193,218.81
7194,1892.0
7195,180.17
7196,409.12
7197,40.24
7198,10.08
7199,21.95
7200,2073.31
7201,2412.25
7202,10431.58
7203,11.36
7204,772.61
7205,4.74
7206,2.68
7207,1524.04
7208,3.89
7209,6.28
7210,50.13
7211,753.78
7212,51.75
7213,6.97
7214,267.5
7215,34.55
7216,7.14
7217,3.72
7218,82.31
7219,1531.18
7220,14.04
7221,1.52
7222,7706.7
7223,4.45
7224,2.64
7225,10.83
7226,591.99
7227,1871.53
7228,942.62
7229,70959.38
7230,374.55
7231,309.14
7232,4.48
7233,3.09
7234,72.07
7235,91.58
7236,5593.73
7237,445.88
7238,669.02
7239,3.99
7240,388.79
7241,32.29
7242,149.73
7243,5991.38
7244,105.32
7245,3.52
7246,5.23
7247,335.45
7248,2.48
7249,2206.27
7250,5.43
7251,1412.15
7252,300.3
7253,368.64
7254,561.58
7255,1053.9
7256,2.04
7257,43.75
7258,6.6
7259,12.56
7260,1969.97
7261,205.13
7262,1260.15
7263,205.17
7264,1142.54
7265,680.69
7266,1.86
7267,4.47
7268,2.74
7269,1204.94
7270,10.02
7271,15.8
7272,77.59
7273,386.58
7274,405.53
7275,20.48
7276,776.12
7277,6495.41
7278,18.09
7279,716.85
7280,2.16
7281,29.87
7282,197.62
7283,7026.51
7284,22.06
7285,11.33
7286,24044.3
7287,10.95
7288,22590.5
7289,926.22
7290,106.88
7291,7.34
7292,3.83
7293,1262.07
7294,10.88
7295,6.36
7296,496.99
7297,99.57
7298,4813.26
7299,5.26
7300,2.49
7301,2.85
7302,129.76
7303,57.97
7304,2.86
7305,4.65
7306,178.75
7307,957.89
7308,5.24
7309,571.75
7310,4.76
7311,1062.47
7312,1088.91
7313,68.9
7314,17.44
7315,3.92
7316,2.39
7317,6931.92
7318,16.16
7319,1085.19
7320,292.87
7321,48.66
7322,1192.44
7323,1.54
7324,6.1
7325,4.28
7326,88.15
7327,3004.42
7328,612.86
7329,3924.94
7330,2068.04
7331,5.74
7332,1055.54
7333,6.54
7334,16.61
7335,960.63
7336,1.54
7337,11.95
7338,3.15
7339,7.0
7340,2.15
7341,384.32
7342,2543.42
7343,17.42
7344,2714.73
7345,2.57
7346,535.62
7347,572.21
7348,4.93
7349,11.19
7350,21.69
7351,508.67
7352,267.39
7353,2263.09
7354,48.26
7355,1868.48
7356,850.79
7357,15.85
7358,248.24
7359,4453.53
7360,81.74
7361,1.79
7362,41.75
7363,754.65
7364,13.44
7365,6.99
7366,128358.46
7367,2.66
7368,606.53
7369,4.15
7370,1698.25
7371,1676.01
7372,2.74
7373,565.34
7374,58.55
7375,38.03
7376,861.02
7377,4041.28
7378,140.77
7379,2.01
7380,30.48
7381,14.57
7382,2.44
7383,404.28
7384,1.77
7385,532.36
7386,139.83
7387,406.75
7388,3.38
7389,6853.59
7390,12.42
7391,6.84
7392,1119.2
7393,234.99
7394,2930.18
7395,9.1
7396,619.75
7397,396.65
7398,173.97
7399,2.62
7400,701.97
7401,1365.29
7402,1912.81
7403,4.25
7404,132.41
7405,1076.77
7406,245.34
7407,1.72
7408,235.4
7409,1228.82
7410,13.6
7411,6.73
7412,233.83
7413,1863.99
7414,420.89
7415,8.42
7416,992.63
7417,16.02
7418,14.44
7419,38.49
7420,1.72
7421,4.43
7422,2697.07
7423,316.3
7424,27.51
7425,51.25
7426,941.84
7427,3289.04
7428,1216.08
7429,3.2
7430,135.33
7431,826.4
7432,7.12
7433,61.52
7434,2.72
7435,5.18
7436,364.52
7437,671.53
7438,73.03
7439,1.85
7440,2.26
7441,29.01
7442,5.61
7443,18.13
7444,13.74
7445,249.37
7446,79.54
7447,1.82
7448,18.05
7449,2.54
7450,520.26
7451,230.66
7452,167.85
7453,48.85
7454,6.26
7455,217.46
7456,276.13
7457,12498.52
7458,2.06
7459,11.9
7460,434.09
7461,726.12
7462,9.43
7463,7.75
7464,881.31
7465,27.19
7466,1.75
7467,307.41
7468,35.17
7469,14.68
7470,100.39
7471,32.27
7472,4.26
7473,4.8
7474,2.07
7475,37.73
7476,3.24
7477,10.23
7478,24.92
7479,5.85
7480,13.85
7481,351.54
7482,16.89
7483,6201.47
7484,7151.45
7485,5.34
7486,1349.96
7487,4.91
7488,305.88
7489,92.14
7490,5.53
7491,833.89
7492,4.22
7493,496.45
7494,4.01
7495,1779.1
7496,88.23
7497,739.91
7498,2.89
7499,5.12
7500,7.61
7501,346.03
7502,25.96
7503,2758.12
7504,17.21
7505,103.19
7506,72.25
7507,9.81
7508,93.04
7509,199.64
7510,752.77
7511,761.21
7512,873.77
7513,3844.74
7514,6986.09
7515,27.46
7516,22.69
7517,6.43
7518,35.04
7519,2.16
7520,17.06
7521,97.7
7522,702.18
7523,3917.25
7524,7.52
7525,5.65
7526,919.02
7527,1.71
7528,9.43
7529,2.93
7530,35.95
7531,3.93
7532,7.47
7533,4708.39
7534,611.69
7535,64.23
7536,647.04
7537,6.77
7538,8344.14
7539,160.19
7540,198.2
7541,2473.46
7542,5.23
7543,34.53
7544,5316.84
7545,228.31
7546,351.69
7547,6432.24
7548,5.24
7549,2873.26
7550,4.51
7551,223.68
7552,67.69
7553,6.32
7554,3.05
7555,6.22
7556,348.91
7557,283.97
7558,5.06
7559,36.53
7560,91.07
7561,737.83
7562,1.72
7563,10.1
7564,40.73
7565,1794.82
7566,1364.09
7567,6.07
7568,34.13
7569,513.86
7570,39.77
7571,261.73
7572,2.31
7573,864.83
7574,48.25
7575,530.89
7576,82.16
7577,3.05
7578,1531.65
7579,685.36
7580,54.32
7581,6.29
7582,4734.57
7583,62.97
7584,662.4
7585,2.26
7586,8.15
7587,7.7
7588,36.52
7589,2.49
7590,590.97
7591,503.95
7592,1.52
7593,4.37
7594,8.07
7595,6.85
7596,9.54
7597,433.3
7598,3.14
7599,48.79
7600,1229.41
7601,177.44
7602,20.76
7603,8.65
7604,18011.16
7605,1326.32
7606,4.34
7607,2.26
7608,8.74
7609,1754.88
7610,21.03
7611,97358.02
7612,10.89
7613,1.48
7614,398.61
7615,9.83
7616,90.14
7617,13.98
7618,10.67
7619,1493.8
7620,280.68
7621,810.06
7622,416.17
7623,12.18
7624,14225.86
7625,214.4
7626,10.05
7627,4.55
7628,3.04
7629,10.24
7630,10486.39
7631,48.48
7632,8.99
7633,5.05
7634,102.87
7635,283.27
7636,1.51
7637,459.17
7638,177.13
7639,4.06
7640,2793.38
7641,33.3
7642,85.88
7643,10.75
7644,524.97
7645,5.39
7646,159.22
7647,16.87
7648,962.22
7649,2968.21
7650,2.89
7651,3.92
7652,2506.58
7653,612.94
7654,5.8
7655,5.58
7656,1950.39
7657,3.37
7658,99.65
7659,3.04
7660,2.66
7661,2578.07
7662,140.1
7663,2.88
7664,2234.03
7665,8004.1
7666,3032.46
7667,835.07
7668,650.11
7669,4.11
7670,16.67
7671,464.9
7672,790.81
7673,35.09
7674,160.46
7675,7.11
7676,14.95
7677,115.17
7678,68.25
7679,12.01
7680,474.56
7681,80.76
7682,16.81
7683,3604.92
7684,6.72
7685,4.42
7686,104.09
7687,1.14
7688,23.42
7689,47.52
7690,1525.54
7691,34.25
7692,837.58
7693,4376.14
7694,1523.73
7695,10.45
7696,5.97
7697,4.44
7698,196.17
7699,1801.74
7700,7.58
7701,90.74
7702,144.87
7703,104.31
7704,647.59
7705,2531.39
7706,208.07
7707,663.19
7708,15.31
7709,831.74
7710,4669.39
7711,1151.76
7712,1.37
7713,4.24
7714,1.98
7715,17.06
7716,4.85
7717,79.51
7718,1.15
7719,406.53
7720,1184.87
7721,2.86
7722,1442.81
7723,9.14
7724,3.34
7725,1.38
7726,2.51
7727,4070.03
7728,6.92
7729,1753.05
7730,745.95
7731,423.19
7732,2338.41
7733,7.02
7734,2.58
7735,12.5
7736,550.25
7737,35.26
7738,51.07
7739,82.14
7740,6.79
7741,2.75
7742,6466.66
7743,1395.46
7744,682.38
7745,2.45
7746,1.61
7747,1359.51
7748,24489.96
7749,121.17
7750,1899.85
7751,476.52
7752,739.54
7753,90.47
7754,280.41
7755,4.62
7756,7.19
7757,3.89
7758,9.94
7759,209.4
7760,1.57
7761,49.39
7762,527.43
7763,2.51
7764,33.31
7765,968.67
7766,279.75
7767,2543.36
7768,15.85
7769,9.18
7770,682.33
7771,2.27
7772,286.91
7773,47.22
7774,594.89
7775,19.18
7776,2342.75
7777,83.58
7778,5.79
7779,4.56
7780,1305.97
7781,106.31
7782,8.17
7783,1.44
7784,9.02
7785,3.56
7786,545.94
7787,443.3
7788,3.07
7789,71.35
7790,335.73
7791,6.71
7792,9.98
7793,902.38
7794,1433.9
7795,23.84
7796,8955.17
7797,504.11
7798,880.74
7799,3.14
7800,5754.41
7801,15.39
7802,6.8
7803,1066.06
7804,1442.73
7805,7.92
7806,107.39
7807,10.84
7808,10.32
7809,2719.62
7810,1.9
7811,252.27
7812,306.42
7813,746.64
7814,4.98
7815,1.7
7816,868.7
7817,282.19
7818,245.53
7819,268.45
7820,1.28
7821,3.59
7822,117.77
7823,184.72
7824,764.4
7825,3323.98
7826,317.6
7827,12385.18
7828,2.06
7829,13.0
7830,11.27
7831,2.85
7832,3367.6
7833,752.11
7834,4988.52
7835,59.14
7836,880.68
7837,219.99
7838,10229.36
7839,121.71
7840,10.44
7841,18.14
7842,1.9
7843,304.27
7844,1.76
7845,433.69
7846,493.63
7847,18.17
7848,2318.64
7849,378.72
7850,34.91
7851,14.89
7852,4.42
7853,3.34
7854,1.27
7855,33.29
7856,7057.25
7857,6.15
7858,5.21
7859,6.34
7860,143.88
7861,23.31
7862,2350.7
7863,205.64
7864,1.62
7865,1877.09
7866,628.88
7867,2.64
7868,2.46
7869,245.31
7870,5.84
7871,78.58
7872,215.49
7873,2.73
7874,5.47
7875,18.69
7876,1.66
7877,1151.61
7878,5.82
7879,3.24
7880,81.4
7881,47.12
7882,175.04
7883,985.66
7884,5.91
7885,395.88
7886,2.51
7887,4.67
7888,24.71
7889,9.95
7890,184.39
7891,164.79
7892,353.03
7893,32.44
7894,391.72
7895,7.83
7896,8.02
7897,391.45
7898,3.19
7899,177.5
7900,301.9
7901,120.77
7902,1.29
7903,4677.03
7904,28177.45
7905,898.88
7906,5.74
7907,544.31
7908,22.56
7909,192.28
7910,15.74
7911,16.5
7912,1.64
7913,73.02
